mu,round,client_id,reconstructed_aggregate_alignment,loo_aggregate_alignment,peer_aggregate_magnitude
0.0,12,3,0.47011792968961486,-0.47906172195607616,0.18903060529878735
0.0,12,4,0.2100619836775544,-0.07911648266067421,0.18438114714014572
0.0,13,0,0.21412303581351044,-0.18854057935656332,0.18116059086559574
0.0,13,1,0.30891582778347154,-0.09319158651917314,0.1739846492674076
0.0,13,2,0.44262040484011433,-0.22839217429542602,0.16775684344107542
0.0,13,3,0.46443206715994817,-0.48407482264075136,0.18433854194599802
0.0,13,4,0.20206728908706612,-0.0904694933898193,0.17911321882985637
0.0,14,0,0.19449142346183357,-0.21060857614465242,0.1773418727050723
0.0,14,1,0.30695236846087803,-0.10318640426818114,0.16910974806731968
0.0,14,2,0.4441423583993075,-0.24028438256763496,0.16312983303174614
0.0,14,3,0.4573474158058538,-0.4949332282533957,0.1808797512246087
0.0,14,4,0.2019164738973384,-0.09655674423299336,0.17391141339941713
0.0,15,0,0.2100429794694952,-0.20148692938402318,0.17191264527412992
0.0,15,1,0.30576611209963145,-0.10904066136872441,0.16496399207348691
0.0,15,2,0.4459662686124108,-0.2449105544502461,0.15899561365305087
0.0,15,3,0.43863328152513553,-0.504023992226394,0.1792036698080066
0.0,15,4,0.21761483331015496,-0.08772827878900431,0.16875210009742578
0.0,16,0,0.19229579570074415,-0.22238038597692383,0.16852497486596235
0.0,16,1,0.2936208668307481,-0.1349839784936385,0.16152820919840385
0.0,16,2,0.4385459785765817,-0.2570020665833771,0.155700517435528
0.0,16,3,0.44796751281830555,-0.5105609068775996,0.17409093666148193
0.0,16,4,0.19627463935369333,-0.11042519822289111,0.16518335249919738
0.0,17,0,0.19294034024559698,-0.23305351130304633,0.16365224650252377
0.0,17,1,0.29700606528861484,-0.13710880440239095,0.15635113755568888
0.0,17,2,0.42071094033279477,-0.2824476780624287,0.15338651974405823
0.0,17,3,0.4387818179793197,-0.5238518252679549,0.1711016461595204
0.0,17,4,0.2087757461093366,-0.10695752366185356,0.15953442488239777
0.0,18,0,0.1936492309253275,-0.23758310646468392,0.15949432930352705
0.0,18,1,0.3009554805328932,-0.1392967475242565,0.15207814587232668
0.0,18,2,0.430125826945243,-0.29194245531380936,0.14905586688996558
0.0,18,3,0.4218327882730215,-0.5328851651468823,0.16920479888528203
